# F-004 Wave Recognition Result
# Date: 2026-02-23 04:30:03
# Image dir: /home/ogu4/git/shakeop/data/test_fixtures/wave
# Threshold: 132
filename	result	confidence
extra/vlcsnap-2026-02-22-17h36m07s995.png	WAVE_1	0.5586
extra/vlcsnap-2026-02-22-17h36m13s096.png	WAVE_1	0.5625
extra/vlcsnap-2026-02-22-17h36m27s090.png	WAVE_4	0.5352
extra/vlcsnap-2026-02-22-17h36m32s702.png	WAVE_1	0.5625
extra/vlcsnap-2026-02-22-17h36m40s380.png	WAVE_5	0.5547
negative/vlcsnap-2026-02-22-17h07m25s974.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h10m17s346.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h10m36s603.png	NONE	0.4727
negative/vlcsnap-2026-02-22-17h10m41s230.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h10m45s236.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h10m48s615.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h10m54s284.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h11m03s567.png	WAVE_5	0.5547
negative/vlcsnap-2026-02-22-17h11m09s532.png	WAVE_2	0.5352
negative/vlcsnap-2026-02-22-17h11m15s114.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h11m17s727.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h11m21s126.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h11m26s334.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h11m31s005.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h16m35s025.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h23m17s706.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h23m22s750.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h23m35s622.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h23m38s377.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h23m45s387.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m17s308.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m19s893.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m23s258.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m27s066.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m28s904.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m30s594.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m32s129.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m33s846.png	NONE	0.4805
negative/vlcsnap-2026-02-22-17h35m35s245.png	NONE	0.4805
wave1/vlcsnap-2026-02-22-17h03m06s455.png	WAVE_1	1.0000
wave1/vlcsnap-2026-02-22-17h03m53s364.png	WAVE_1	0.7070
wave1/vlcsnap-2026-02-22-17h12m45s422.png	WAVE_1	0.7852
wave1/vlcsnap-2026-02-22-17h13m03s917.png	WAVE_1	0.6641
wave1/vlcsnap-2026-02-22-17h13m29s480.png	WAVE_1	0.7227
wave1/vlcsnap-2026-02-22-17h13m49s565.png	WAVE_1	0.8125
wave1/vlcsnap-2026-02-22-17h13m54s580.png	WAVE_1	0.7578
wave1/vlcsnap-2026-02-22-17h14m00s996.png	WAVE_1	0.7422
wave1/vlcsnap-2026-02-22-17h14m08s194.png	WAVE_1	0.6875
wave1/vlcsnap-2026-02-22-17h16m41s564.png	WAVE_1	0.7383
wave1/vlcsnap-2026-02-22-17h17m05s239.png	WAVE_1	0.7812
wave1/vlcsnap-2026-02-22-17h17m12s722.png	WAVE_1	0.7461
wave1/vlcsnap-2026-02-22-17h17m18s560.png	WAVE_1	0.5664
wave1/vlcsnap-2026-02-22-17h17m25s711.png	WAVE_1	0.5898
wave1/vlcsnap-2026-02-22-17h17m35s589.png	WAVE_1	0.7422
wave1/vlcsnap-2026-02-22-17h18m00s041.png	WAVE_1	0.7695
wave1/vlcsnap-2026-02-22-17h18m19s325.png	WAVE_1	0.7344
wave1/vlcsnap-2026-02-22-17h18m31s696.png	WAVE_1	0.6602
wave1/vlcsnap-2026-02-22-17h18m36s177.png	WAVE_1	0.7109
wave1/vlcsnap-2026-02-22-17h18m51s408.png	WAVE_1	0.5938
wave1/vlcsnap-2026-02-22-17h18m59s606.png	WAVE_1	0.6914
wave1/vlcsnap-2026-02-22-17h19m02s276.png	WAVE_1	0.7695
wave1/vlcsnap-2026-02-22-17h20m17s923.png	WAVE_1	0.7383
wave1/vlcsnap-2026-02-22-17h26m40s009.png	WAVE_1	0.6758
wave1/vlcsnap-2026-02-22-17h26m54s223.png	WAVE_1	0.7070
wave2/vlcsnap-2026-02-22-17h05m11s802.png	WAVE_2	1.0000
